scene_id,im_id,obj_id,score,R,t,time
48, 1124, 1, 1, -0.9827103614807129 -0.18492458760738373 0.009133173152804375 -0.056715160608291626 0.2537001967430115 -0.9656186699867249 0.17624957859516144 -0.9494416117668152 -0.2598017752170563 , 95.53169459104538 7.072931155562401 1065.4667615890503, -1
48, 1124, 6, 1, -0.9772557020187378 -0.21166348457336426 0.013049839064478874 -0.0661708265542984 0.24589097499847412 -0.9670363664627075 0.20147742331027985 -0.9459050297737122 -0.2543043792247772 , 79.15530353784561 78.71570438146591 996.0574507713318, -1
48, 1124, 14, 1, 0.9911388754844666 0.13090310990810394 0.02253585495054722 0.05712077394127846 -0.26687154173851013 -0.9620378613471985 -0.1199195384979248 0.9548004865646362 -0.2719841003417969 , 105.8502271771431 -91.48228168487549 1035.7134342193604, -1
48, 1124, 19, 1, 0.8113327026367188 -0.5829366445541382 -0.04386309161782265 -0.19023649394512177 -0.19233210384845734 -0.9627141952514648 0.5527650713920593 0.7894259095191956 -0.2669411301612854 , -51.56158283352852 99.10213947296143 910.0888967514038, -1
48, 1124, 20, 1, -0.5550481081008911 -0.8300779461860657 0.05378089100122452 -0.17706233263015747 0.054728489369153976 -0.98267662525177 0.8127548694610596 -0.5549554824829102 -0.17735248804092407 , -57.80428275465965 99.36200082302094 925.4952073097229, -1
48, 1126, 1, 1, -0.9803864359855652 -0.19701020419597626 0.0053992196917533875 -0.056238383054733276 0.2533937990665436 -0.9657270312309265 0.1888900250196457 -0.9470894932746887 -0.25950348377227783 , 94.97503936290741 7.644526194781065 1068.8568353652954, -1
48, 1126, 6, 1, -0.975843608379364 -0.21805380284786224 0.013481438159942627 -0.06800171732902527 0.24452242255210876 -0.9672561287879944 0.2076173722743988 -0.9448077082633972 -0.2534435987472534 , 78.49783450365067 79.18460667133331 998.9759922027588, -1
48, 1126, 14, 1, 0.9754494428634644 0.22012875974178314 0.006482138764113188 0.06440156698226929 -0.25698569416999817 -0.9642668962478638 -0.21059708297252655 0.9410108923912048 -0.2648531496524811 , 104.28962111473083 -90.51122516393661 1038.596510887146, -1
48, 1126, 19, 1, -0.624354898929596 -0.7796105146408081 0.048872221261262894 0.3581814169883728 -0.2301284372806549 0.9048464298248291 -0.6941807866096497 0.5824503898620605 0.4229238033294678 , -38.34972903132439 94.93016451597214 925.9519577026367, -1
48, 1126, 20, 1, 0.233625128865242 -0.5284766554832458 -0.8161688446998596 0.9645692110061646 0.23178721964359283 0.1260198950767517 0.12257891148328781 -0.8166926503181458 0.5639036297798157 , 149.64935183525085 22.55839668214321 1013.6966705322266, -1
48, 1128, 1, 1, -0.9831242561340332 -0.18266980350017548 0.009925481863319874 -0.0578293651342392 0.2588464319705963 -0.9641857147216797 0.17355848848819733 -0.9484884142875671 -0.26504188776016235 , 94.68895196914673 10.907880961894989 1072.2277164459229, -1
48, 1128, 6, 1, -0.9708055853843689 -0.23897342383861542 0.020691214129328728 -0.08027299493551254 0.24238719046115875 -0.9668529629707336 0.22603686153888702 -0.9402872323989868 -0.25449395179748535 , 77.84852385520935 83.07813853025436 1001.9311904907227, -1
48, 1128, 14, 1, 0.9977157711982727 -0.06302963197231293 0.024304412305355072 0.007305773440748453 -0.2569955885410309 -0.9663849472999573 0.06715700030326843 0.964354932308197 -0.2559480369091034 , 103.45177352428436 -87.37274259328842 1044.3302392959595, -1
48, 1128, 19, 1, -0.6193907856941223 -0.784071683883667 0.03983113169670105 0.3385063707828522 -0.220943883061409 0.914656937122345 -0.7083562016487122 0.5800132155418396 0.40226367115974426 , -40.34987464547157 98.65253418684006 931.1970472335815, -1
48, 1128, 20, 1, -0.5527523756027222 -0.8332619667053223 0.011793505400419235 -0.19632665812969208 0.11645542085170746 -0.9735985398292542 0.8098893165588379 -0.5404742360115051 -0.22796261310577393 , -60.313016176223755 102.61643677949905 931.6139221191406, -1
48, 1132, 1, 1, 0.9995287656784058 -0.030512697994709015 -0.0033709730487316847 -0.010882517322897911 -0.2495112121105194 -0.9683108329772949 0.028704671189188957 0.9678909182548523 -0.24972568452358246 , 92.63860434293747 14.296790584921837 1076.996088027954, -1
48, 1132, 6, 1, -0.9711498618125916 -0.23846788704395294 0.001071066246367991 -0.058585215359926224 0.2342272400856018 -0.9704151749610901 0.231161966919899 -0.9424811005592346 -0.24144044518470764 , 76.24352723360062 85.68485826253891 1006.9787502288818, -1
48, 1132, 14, 1, 0.9604385495185852 0.27839982509613037 0.007168441545218229 0.07558318227529526 -0.2358039915561676 -0.968856930732727 -0.268039345741272 0.9310693740844727 -0.24751746654510498 , 101.10341012477875 -83.58125388622284 1046.9485521316528, -1
48, 1132, 19, 1, -0.5935436487197876 0.058668650686740875 0.8026605248451233 0.0345209576189518 0.9982774257659912 -0.04743964970111847 -0.8040611147880554 -0.0004489592683967203 -0.5945466160774231 , 158.3501249551773 21.88798040151596 1033.643126487732, -1
48, 1132, 20, 1, -0.5539226531982422 -0.8325638771057129 0.002706143306568265 -0.19113880395889282 0.12400385737419128 -0.9736987352371216 0.8103306293487549 -0.5398708581924438 -0.22782377898693085 , -62.50273436307907 105.72324693202972 936.9912147521973, -1
48, 1133, 1, 1, 0.999706506729126 -0.02420629933476448 0.0006241945666261017 -0.0055677630007267 -0.2548780143260956 -0.966957151889801 0.02356552705168724 0.9666702747344971 -0.2549380958080292 , 91.36421233415604 13.63406516611576 1078.2711505889893, -1
48, 1133, 6, 1, -0.9738205075263977 -0.22731204330921173 0.0016756887780502439 -0.05670364573597908 0.23577053844928741 -0.9701530337333679 0.22013236582279205 -0.9448499083518982 -0.24248763918876648 , 74.9104768037796 84.96273308992386 1008.6624622344971, -1
48, 1133, 14, 1, 0.9999393820762634 0.007243724539875984 0.00830036774277687 0.009962622076272964 -0.27296602725982666 -0.961972177028656 -0.004702572710812092 0.9619964361190796 -0.2730215787887573 , 99.19645637273788 -84.8233625292778 1052.290678024292, -1
48, 1133, 19, 1, 0.8190314769744873 -0.5730704665184021 -0.027887724339962006 -0.09180749952793121 -0.08292122185230255 -0.9923182725906372 0.5663558840751648 0.8153000473976135 -0.12052719295024872 , -56.503649801015854 109.57798361778259 923.9729046821594, -1
48, 1133, 20, 1, -0.5504767894744873 -0.8346973061561584 0.015995336696505547 -0.18179094791412354 0.10114596039056778 -0.9781215786933899 0.8148174285888672 -0.5413410067558289 -0.20741884410381317 , -64.34567272663116 105.92824220657349 938.7696981430054, -1
48, 1137, 1, 1, 0.9996801614761353 -0.023866012692451477 -0.008347583003342152 -0.014155096374452114 -0.254721075296402 -0.9669109582901001 0.020950045436620712 0.9667201042175293 -0.25497743487358093 , 85.93396842479706 17.01008901000023 1083.2990407943726, -1
48, 1137, 6, 1, -0.9658367037773132 -0.2590979039669037 -0.0052811093628406525 -0.05574238672852516 0.2276054173707962 -0.9721567034721375 0.253085732460022 -0.9386501908302307 -0.2342722862958908 , 70.18546760082245 88.11820298433304 1013.3199691772461, -1
48, 1137, 14, 1, 0.9977315664291382 0.06650381535291672 -0.010450784116983414 0.007922831922769547 -0.2701612412929535 -0.9627825021743774 -0.06685203313827515 0.960515558719635 -0.2700752317905426 , 93.43047440052032 -81.32714033126831 1056.5249919891357, -1
48, 1137, 19, 1, 0.814433753490448 -0.5789651870727539 -0.038694512099027634 -0.11222018301486969 -0.0917326807975769 -0.9894402027130127 0.5693017840385437 0.8101756572723389 -0.13968181610107422 , -61.373770236968994 112.17910796403885 928.9804697036743, -1
48, 1137, 20, 1, -0.7503965497016907 0.658429741859436 -0.0580989271402359 -0.11668199300765991 -0.04543555900454521 0.9921295642852783 0.650607705116272 0.751269519329071 0.11092154681682587 , -55.3860105574131 110.0606843829155 955.9459686279297, -1
48, 1540, 1, 1, 0.9904745817184448 0.10651692003011703 0.08726099133491516 0.11140105128288269 -0.24739918112754822 -0.9624881148338318 -0.08093296736478806 0.9630410075187683 -0.25690874457359314 , 91.4887860417366 28.37679721415043 1032.3909521102905, -1
48, 1540, 6, 1, -0.9326735138893127 -0.3496907949447632 0.0885235071182251 -0.16994483768939972 0.20950356125831604 -0.9629262089729309 0.31818047165870667 -0.9131399393081665 -0.2548266053199768 , 56.79289251565933 96.61400318145752 964.7258520126343, -1
48, 1540, 14, 1, 0.9120002388954163 0.40396296977996826 0.07119958102703094 0.17058397829532623 -0.21565721929073334 -0.9614535570144653 -0.3730369806289673 0.8889915347099304 -0.2655890882015228 , 107.03419893980026 -68.41208040714264 999.8745322227478, -1
48, 1540, 19, 1, -0.7554846405982971 -0.6496254205703735 0.08502724766731262 0.336210697889328 -0.27302366495132446 0.9013436436653137 -0.5623214244842529 0.7095383405685425 0.42467620968818665 , -67.74865835905075 95.97349911928177 908.0155491828918, -1
48, 1540, 20, 1, 0.17411670088768005 -0.6550405025482178 -0.7352586388587952 0.9746705293655396 0.22106698155403137 0.03386369347572327 0.14035926759243011 -0.7225310802459717 0.6769402027130127 , 134.63693857192993 49.363262951374054 967.9875373840332, -1
48, 1542, 1, 1, 0.9897542595863342 0.10861807316541672 0.09267366677522659 0.11778166145086288 -0.2542217969894409 -0.9599472284317017 -0.08070794492959976 0.961027204990387 -0.2644102871417999 , 91.60447865724564 29.944123700261116 1033.0301523208618, -1
48, 1542, 6, 1, -0.9165914058685303 -0.38959431648254395 0.08986836671829224 -0.18157154321670532 0.20534327626228333 -0.961699366569519 0.3562188446521759 -0.8978031277656555 -0.25895506143569946 , 56.803468614816666 98.87121617794037 966.2186503410339, -1
48, 1542, 14, 1, 0.9201468229293823 0.3867693245410919 0.061147406697273254 0.15653061866760254 -0.22017598152160645 -0.9628190994262695 -0.3589257597923279 0.8955066204071045 -0.26313549280166626 , 108.31484943628311 -67.88263469934464 1000.9101629257202, -1
48, 1542, 19, 1, -0.7872883677482605 -0.6154108047485352 -0.03803275525569916 0.2002916783094406 -0.3135937750339508 0.9281929731369019 -0.583146870136261 0.7231380343437195 0.37015044689178467 , -71.1965560913086 96.86121344566345 914.8927927017212, -1
48, 1542, 20, 1, -0.4150926172733307 -0.9063100218772888 0.07937365025281906 -0.2468801587820053 0.028239892795681953 -0.9686344265937805 0.8756416440010071 -0.4216688275337219 -0.2354721873998642 , -92.44254976511002 100.77116638422012 913.0911827087402, -1
48, 1543, 1, 1, 0.9893006682395935 0.11399834603071213 0.09104124456644058 0.116996631026268 -0.24713504314422607 -0.9618920087814331 -0.08715453743934631 0.9622519612312317 -0.2578282654285431 , 88.78902345895767 32.94645994901657 1033.8873863220215, -1
48, 1543, 6, 1, -0.9129654765129089 -0.3989810645580292 0.08548733592033386 -0.17565687000751495 0.19520092010498047 -0.9649048447608948 0.3682915270328522 -0.8959411382675171 -0.24829548597335815 , 53.77304181456566 101.24337673187256 965.7516479492188, -1
48, 1543, 14, 1, 0.9061958193778992 0.418615460395813 0.05975087732076645 0.16019044816493988 -0.20907698571681976 -0.9646893739700317 -0.3913414776325226 0.8837692141532898 -0.25652292370796204 , 106.1284989118576 -64.75785374641418 1001.0155439376831, -1
48, 1543, 19, 1, -0.7775164246559143 -0.6246629357337952 0.07255560904741287 0.3090713918209076 -0.27909964323043823 0.9091635346412659 -0.5476705431938171 0.7293144464492798 0.4100700318813324 , -73.15487414598465 98.79875928163528 908.4752798080444, -1
48, 1543, 20, 1, -0.4210343360900879 -0.902449369430542 0.09118705987930298 -0.2478586882352829 0.017762990668416023 -0.9686332941055298 0.87252277135849 -0.4304294288158417 -0.2311587631702423 , -95.92706710100174 102.54815220832825 912.9025936126709, -1
48, 1568, 1, 1, 0.9857809543609619 0.11414797604084015 0.1233130544424057 0.14792267978191376 -0.24135510623455048 -0.9590968489646912 -0.07971670478582382 0.9637001156806946 -0.25480836629867554 , 80.32018691301346 51.40353739261627 1039.1669273376465, -1
48, 1568, 6, 1, -0.9181851148605347 -0.3822607398033142 0.10398413985967636 -0.17839252948760986 0.16460803151130676 -0.9700929522514343 0.353711873292923 -0.9092749357223511 -0.21933306753635406 , 43.992429971694946 117.9201528429985 970.6686735153198, -1
48, 1568, 14, 1, 0.9196171164512634 0.3797776401042938 0.1003650650382042 0.18357497453689575 -0.18961648643016815 -0.9645442366600037 -0.34728145599365234 0.9054359793663025 -0.24409222602844238 , 98.23445975780487 -45.89057341217995 1008.8397264480591, -1
48, 1568, 19, 1, -0.7618314027786255 -0.6474658250808716 -0.020019730553030968 0.23544570803642273 -0.3055608570575714 0.9226037859916687 -0.6034718751907349 0.6981549859046936 0.38522908091545105 , -81.91768825054169 114.13086950778961 913.4705066680908, -1
48, 1568, 20, 1, 0.12145314365625381 -0.6384084820747375 -0.7600550651550293 0.9885754585266113 0.14665749669075012 0.034784600138664246 0.08926104009151459 -0.7555965781211853 0.6489270925521851 , 124.10519272089005 69.93931531906128 975.7593274116516, -1
48, 1569, 1, 1, 0.9866412878036499 0.1099187433719635 0.12023717910051346 0.14258144795894623 -0.2256363481283188 -0.9637212753295898 -0.07880116254091263 0.9679906964302063 -0.23829448223114014 , 80.57372272014618 52.42034047842026 1038.5373830795288, -1
48, 1569, 6, 1, -0.9149450063705444 -0.38883176445961 0.10809988528490067 -0.18360355496406555 0.1625046730041504 -0.9694750308990479 0.35939592123031616 -0.906863808631897 -0.2200736403465271 , 45.39858549833298 118.6506599187851 970.1335430145264, -1
48, 1569, 14, 1, 0.9539565443992615 0.2808845341205597 0.10521744191646576 0.17244066298007965 -0.22656436264514923 -0.9586097002029419 -0.24542012810707092 0.9326158761978149 -0.2645684480667114 , 98.23083132505417 -45.29643803834915 1010.2735757827759, -1
48, 1569, 19, 1, -0.7864325642585754 -0.6169624924659729 -0.0296816136687994 0.20158150792121887 -0.3017823398113251 0.9318219423294067 -0.5838566422462463 0.7268319725990295 0.3616996705532074 , -82.71337300539017 114.06195163726807 917.9722666740417, -1
48, 1569, 20, 1, 0.13475166261196136 -0.6857815384864807 -0.7152242660522461 0.982703685760498 0.18502219021320343 0.007740340195596218 0.12702421844005585 -0.703896701335907 0.6988522410392761 , 124.52612072229385 73.82465898990631 974.885106086731, -1
48, 1571, 1, 1, 0.9850016236305237 0.11405529826879501 0.129472553730011 0.15247836709022522 -0.22417230904102325 -0.9625473022460938 -0.0807594358921051 0.9678524136543274 -0.2382010519504547 , 82.54887908697128 54.000429809093475 1039.0833616256714, -1
48, 1571, 6, 1, -0.912613034248352 -0.39409971237182617 0.1087326928973198 -0.1818108856678009 0.15301956236362457 -0.9713545441627502 0.3661724925041199 -0.9062396883964539 -0.21129928529262543 , 47.499097883701324 119.53754723072052 971.1963534355164, -1
48, 1571, 14, 1, 0.9264361262321472 0.3598165512084961 0.11067242175340652 0.18888044357299805 -0.18998178839683533 -0.9634475111961365 -0.3256385624408722 0.9134764075279236 -0.24396823346614838 , 99.92902725934982 -43.70776191353798 1009.7593069076538, -1
48, 1571, 19, 1, -0.7639557123184204 -0.6440154910087585 -0.04019872471690178 0.20702388882637024 -0.30363067984580994 0.930026650428772 -0.6111571788787842 0.7021769881248474 0.3652869164943695 , -80.45215904712677 116.64355546236038 916.5267944335938, -1
48, 1571, 20, 1, 0.12434904277324677 -0.6544243693351746 -0.7458325624465942 0.9902777671813965 0.129083052277565 0.05184150114655495 0.062348026782274246 -0.7450278997421265 0.6641131639480591 , 126.79469585418701 73.15785437822342 976.8967032432556, -1
48, 1572, 1, 1, 0.9878160953521729 0.10662762075662613 0.11335708945989609 0.13533207774162292 -0.228903666138649 -0.9639960527420044 -0.07684072107076645 0.9675917029380798 -0.2405449002981186 , 84.94897186756134 54.24529314041138 1038.7663841247559, -1
48, 1572, 6, 1, -0.9193809628486633 -0.3785727322101593 0.1068703755736351 -0.18267451226711273 0.170279398560524 -0.968315601348877 0.3483799695968628 -0.9097735285758972 -0.2257072627544403 , 48.88414219021797 120.74897438287735 971.1269736289978, -1
48, 1572, 14, 1, 0.9320836067199707 0.3450932204723358 0.11013897508382797 0.18250451982021332 -0.18472900986671448 -0.9656952619552612 -0.3129091262817383 0.9202096462249756 -0.23516398668289185 , 101.47645324468613 -43.366722762584686 1010.2734565734863, -1
48, 1572, 19, 1, -0.7534189820289612 -0.6448577642440796 -0.1285235583782196 0.09370707720518112 -0.2987655997276306 0.9497147798538208 -0.6508292555809021 0.7034896016120911 0.28552332520484924 , -82.17741549015045 118.05889755487442 914.2674803733826, -1
48, 1572, 20, 1, 0.11676313728094101 -0.6514245271682739 -0.7496749758720398 0.9770017266273499 0.21094711124897003 -0.03113129734992981 0.17842146754264832 -0.7287988066673279 0.6610735058784485 , 127.63974070549011 75.29561221599579 975.8236408233643, -1
48, 1576, 1, 1, 0.9863519668579102 0.11403557658195496 0.11876776069402695 0.1437244564294815 -0.24438345432281494 -0.9589681625366211 -0.08033160865306854 0.9629499316215515 -0.25743773579597473 , 89.28999304771423 62.4249167740345 1040.6349897384644, -1
